0.18151E+01 0.88758E-02 0.00000E+01 45124 0 0 2619 0.14430E+04 0.00000E+01 0.18151E+01 0.00000E+01 0.00000E+01 0
1 1.7728 0.055295 1.4115 14.464 1.7728
2 1.8409 0.028196 0.98026 32.726 1.8409
3 1.8131 0.016053 0.80138 4.9564 1.8131
4 1.8101 0.02721 0.96206 8.1293 1.8101
5 2.604 0.80281 27.904 6576.2 2.604
6 1.8132 0.012682 0.89526 8.0333 1.8132
